Outcome,AnimalNumber,Species,DateTime
Adoption,A0242,Dog,2025-01-02 09:55:26.685228
Adoption,A0869,Dog,2025-01-02 12:13:26.685228
Adoption,A0057,Dog,2025-01-03 10:12:26.685228
Adoption,A0853,Dog,2025-01-03 10:54:26.685228
Adoption,A0513,Other,2025-01-03 10:56:26.685228
Adoption,A0676,Dog,2025-01-03 11:02:26.685228
Adoption,A0807,Dog,2025-01-03 11:25:26.685228
Adoption,A0400,Dog,2025-01-03 11:55:26.685228
Adoption,A0375,Cat,2025-01-03 14:39:26.685228
Adoption,A0304,Dog,2025-01-03 18:24:26.685228
Adoption,A0898,Dog,2025-01-03 21:29:26.685228
Adoption,A0988,Cat,2025-01-04 15:08:26.685228
Adoption,A0254,Dog,2025-01-04 16:17:26.685228
Adoption,A0589,Cat,2025-01-04 16:50:26.685228
Adoption,A0049,Cat,2025-01-04 17:20:26.685228
Adoption,A0092,Dog,2025-01-04 19:41:26.685228
Adoption,A0559,Cat,2025-01-04 20:05:26.685228
Adoption,A0699,Dog,2025-01-05 09:23:26.685228
Adoption,A0973,Dog,2025-01-05 14:11:26.685228
Adoption,A0468,Dog,2025-01-05 15:12:26.685228
Adoption,A0236,Dog,2025-01-06 12:20:26.685228
Adoption,A0710,Cat,2025-01-06 15:14:26.685228
Adoption,A0669,Other,2025-01-07 10:57:26.685228
Adoption,A0756,Dog,2025-01-07 11:44:26.685228
Adoption,A0109,Cat,2025-01-07 11:49:26.685228
Adoption,A0506,Dog,2025-01-07 12:05:26.685228
Adoption,A0539,Dog,2025-01-07 13:24:26.685228
Adoption,A0185,Dog,2025-01-07 14:01:26.685228
Adoption,A0831,Dog,2025-01-07 15:10:26.685228
Adoption,A0496,Cat,2025-01-07 15:25:26.685228
Adoption,A0979,Dog,2025-01-08 10:20:26.685228
Adoption,A0367,Dog,2025-01-08 13:23:26.685228
Adoption,A0541,Dog,2025-01-08 14:05:26.685228
Adoption,A0887,Dog,2025-01-08 14:26:26.685228
Adoption,A0144,Dog,2025-01-08 14:50:26.685228
Adoption,A0416,Dog,2025-01-08 15:11:26.685228
Adoption,A0660,Dog,2025-01-09 12:20:26.685228
Adoption,A0074,Cat,2025-01-09 14:20:26.685228
Adoption,A0860,Cat,2025-01-09 15:37:26.685228
Adoption,A0048,Dog,2025-01-09 16:14:26.685228
Adoption,A0866,Dog,2025-01-09 20:52:26.685228
Adoption,A0004,Dog,2025-01-10 09:20:26.685228
Adoption,A0032,Cat,2025-01-10 09:34:26.685228
Adoption,A0877,Cat,2025-01-10 14:12:26.685228
Adoption,A0397,Cat,2025-01-10 14:54:26.685228
Adoption,A0087,Cat,2025-01-10 16:40:26.685228
Adoption,A0077,Dog,2025-01-10 17:52:26.685228
Adoption,A0129,Dog,2025-01-10 21:18:26.685228
Adoption,A0671,Dog,2025-01-11 13:25:26.685228
Adoption,A0447,Dog,2025-01-11 17:03:26.685228
Adoption,A0479,Dog,2025-01-11 19:52:26.685228
Adoption,A0546,Cat,2025-01-12 08:55:26.685228
Adoption,A0354,Dog,2025-01-12 09:50:26.685228
Adoption,A0987,Dog,2025-01-12 09:52:26.685228
Adoption,A0318,Dog,2025-01-12 11:39:26.685228
Adoption,A0792,Dog,2025-01-12 16:56:26.685228
Adoption,A0881,Other,2025-01-12 17:32:26.685228
Adoption,A0874,Dog,2025-01-13 10:08:26.685228
Adoption,A0044,Dog,2025-01-13 11:26:26.685228
Adoption,A0338,Cat,2025-01-13 16:21:26.685228
Adoption,A0622,Dog,2025-01-14 11:09:26.685228
Adoption,A0425,Cat,2025-01-14 14:44:26.685228
Adoption,A0617,Cat,2025-01-14 15:05:26.685228
Adoption,A0553,Dog,2025-01-14 17:20:26.685228
Adoption,A0954,Dog,2025-01-14 17:29:26.685228
Adoption,A0656,Dog,2025-01-15 11:21:26.685228
Adoption,A0373,Cat,2025-01-15 15:20:26.685228
Adoption,A0955,Dog,2025-01-15 16:40:26.685228
Adoption,A0307,Cat,2025-01-16 13:07:26.685228
Adoption,A0821,Dog,2025-01-16 14:17:26.685228
Adoption,A0527,Dog,2025-01-16 15:06:26.685228
Adoption,A0287,Dog,2025-01-16 15:23:26.685228
Adoption,A0041,Cat,2025-01-16 16:04:26.685228
Adoption,A0915,Cat,2025-01-16 16:50:26.685228
Adoption,A0024,Dog,2025-01-16 16:51:26.685228
Adoption,A0007,Dog,2025-01-16 17:45:26.685228
Adoption,A0299,Dog,2025-01-17 14:28:26.685228
Adoption,A0449,Dog,2025-01-17 14:47:26.685228
Adoption,A0027,Cat,2025-01-17 17:37:26.685228
Adoption,A0826,Cat,2025-01-17 19:47:26.685228
Adoption,A0542,Dog,2025-01-18 11:43:26.685228
Adoption,A0731,Dog,2025-01-18 15:32:26.685228
Adoption,A0431,Dog,2025-01-18 17:32:26.685228
Adoption,A0467,Dog,2025-01-18 18:02:26.685228
Adoption,A0345,Dog,2025-01-19 12:13:26.685228
Adoption,A0210,Dog,2025-01-19 15:30:26.685228
Adoption,A0327,Dog,2025-01-19 15:45:26.685228
Adoption,A0480,Cat,2025-01-19 16:18:26.685228
Adoption,A0082,Dog,2025-01-19 16:47:26.685228
Adoption,A0570,Cat,2025-01-20 08:20:26.685228
Adoption,A0888,Cat,2025-01-20 09:33:26.685228
Adoption,A0885,Dog,2025-01-20 12:22:26.685228
Adoption,A0339,Cat,2025-01-20 12:41:26.685228
Adoption,A0811,Dog,2025-01-20 14:55:26.685228
Adoption,A0712,Dog,2025-01-21 13:45:26.685228
Adoption,A0945,Dog,2025-01-21 13:51:26.685228
Adoption,A0907,Dog,2025-01-21 15:25:26.685228
Adoption,A0850,Dog,2025-01-21 15:59:26.685228
Adoption,A0362,Cat,2025-01-21 16:03:26.685228
Adoption,A0840,Cat,2025-01-21 17:01:26.685228
Adoption,A0165,Dog,2025-01-22 09:42:26.685228
Adoption,A0716,Dog,2025-01-22 10:59:26.685228
Adoption,A0127,Dog,2025-01-22 12:23:26.685228
Adoption,A0599,Cat,2025-01-22 16:41:26.685228
Adoption,A0306,Dog,2025-01-22 18:46:26.685228
Adoption,A0305,Dog,2025-01-22 19:36:26.685228
Adoption,A0684,Dog,2025-01-23 08:38:26.685228
Adoption,A0879,Dog,2025-01-23 09:17:26.685228
Adoption,A0560,Cat,2025-01-23 10:14:26.685228
Adoption,A0148,Cat,2025-01-23 10:16:26.685228
Adoption,A0310,Cat,2025-01-23 11:15:26.685228
Adoption,A0155,Other,2025-01-23 12:45:26.685228
Adoption,A0861,Dog,2025-01-23 14:14:26.685228
Adoption,A0106,Dog,2025-01-23 14:28:26.685228
Adoption,A0154,Dog,2025-01-23 15:30:26.685228
Adoption,A0602,Other,2025-01-24 11:21:26.685228
Adoption,A0787,Dog,2025-01-24 12:49:26.685228
Adoption,A0504,Cat,2025-01-24 12:56:26.685228
Adoption,A0456,Cat,2025-01-24 15:59:26.685228
Adoption,A0142,Dog,2025-01-24 16:00:26.685228
Adoption,A0775,Cat,2025-01-25 09:03:26.685228
Adoption,A0545,Dog,2025-01-25 13:35:26.685228
Adoption,A0782,Dog,2025-01-25 14:27:26.685228
Adoption,A0159,Dog,2025-01-25 15:14:26.685228
Adoption,A0308,Cat,2025-01-25 17:41:26.685228
Adoption,A0701,Dog,2025-01-25 18:27:26.685228
Adoption,A0928,Dog,2025-01-26 10:54:26.685228
Adoption,A0744,Dog,2025-01-27 09:05:26.685228
Adoption,A0347,Dog,2025-01-27 16:56:26.685228
Adoption,A0383,Cat,2025-01-27 19:56:26.685228
Adoption,A0295,Cat,2025-01-28 09:02:26.685228
Adoption,A0705,Dog,2025-01-28 10:20:26.685228
Adoption,A0111,Dog,2025-01-28 13:59:26.685228
Adoption,A0102,Other,2025-01-28 16:00:26.685228
Adoption,A0285,Cat,2025-01-28 16:50:26.685228
Adoption,A0912,Cat,2025-01-28 16:56:26.685228
Adoption,A0465,Cat,2025-01-28 18:09:26.685228
Adoption,A0491,Other,2025-01-28 21:20:26.685228
Adoption,A0795,Cat,2025-01-29 08:46:26.685228
Adoption,A0896,Cat,2025-01-29 11:34:26.685228
Adoption,A0745,Dog,2025-01-29 15:45:26.685228
Adoption,A0471,Cat,2025-01-29 16:29:26.685228
Adoption,A0439,Dog,2025-01-29 17:10:26.685228
Adoption,A0834,Cat,2025-01-29 17:26:26.685228
Adoption,A0316,Dog,2025-01-30 09:00:26.685228
Adoption,A0693,Dog,2025-01-30 09:50:26.685228
Adoption,A0119,Dog,2025-01-30 12:58:26.685228
Adoption,A0059,Cat,2025-01-30 16:25:26.685228
Adoption,A0510,Cat,2025-01-30 19:59:26.685228
Adoption,A0534,Other,2025-01-31 09:15:26.685228
Adoption,A0371,Dog,2025-01-31 10:36:26.685228
Adoption,A0614,Cat,2025-01-31 10:48:26.685228
Adoption,A0851,Other,2025-01-31 13:00:26.685228
Adoption,A0143,Dog,2025-01-31 13:44:26.685228
Adoption,A0930,Cat,2025-01-31 16:59:26.685228
Adoption,A0115,Dog,2025-02-01 10:10:26.685228
Adoption,A0538,Cat,2025-02-01 10:41:26.685228
Adoption,A0964,Dog,2025-02-01 15:21:26.685228
Adoption,A0252,Dog,2025-02-01 15:40:26.685228
Adoption,A0326,Cat,2025-02-01 17:20:26.685228
Adoption,A0301,Cat,2025-02-02 08:38:26.685228
Adoption,A0875,Dog,2025-02-02 09:34:26.685228
Adoption,A0771,Cat,2025-02-02 13:04:26.685228
Adoption,A0022,Dog,2025-02-02 13:51:26.685228
Adoption,A0209,Cat,2025-02-02 14:31:26.685228
Adoption,A0991,Dog,2025-02-02 15:34:26.685228
Adoption,A0963,Cat,2025-02-02 19:45:26.685228
Adoption,A0880,Dog,2025-02-03 09:50:26.685228
Adoption,A0577,Dog,2025-02-03 10:36:26.685228
Adoption,A0360,Dog,2025-02-03 10:36:26.685228
Adoption,A0463,Dog,2025-02-03 11:56:26.685228
Adoption,A0749,Other,2025-02-03 12:08:26.685228
Adoption,A0186,Dog,2025-02-03 12:14:26.685228
Adoption,A0623,Dog,2025-02-03 13:20:26.685228
Adoption,A0232,Dog,2025-02-03 15:21:26.685228
Adoption,A0929,Dog,2025-02-04 17:56:26.685228
Adoption,A0078,Cat,2025-02-04 18:25:26.685228
Adoption,A0105,Dog,2025-02-05 12:47:26.685228
Adoption,A0686,Cat,2025-02-05 15:22:26.685228
Adoption,A0085,Dog,2025-02-05 15:39:26.685228
Adoption,A0240,Cat,2025-02-06 10:45:26.685228
Adoption,A0902,Dog,2025-02-06 13:48:26.685228
Adoption,A0580,Dog,2025-02-06 15:17:26.685228
Adoption,A0131,Dog,2025-02-06 15:31:26.685228
Adoption,A0358,Cat,2025-02-07 12:55:26.685228
Adoption,A0799,Dog,2025-02-07 17:20:26.685228
Adoption,A0502,Cat,2025-02-07 18:00:26.685228
Adoption,A0157,Other,2025-02-08 10:10:26.685228
Adoption,A0948,Cat,2025-02-08 10:10:26.685228
Adoption,A0503,Cat,2025-02-08 10:23:26.685228
Adoption,A0884,Dog,2025-02-08 10:26:26.685228
Adoption,A0072,Dog,2025-02-08 10:59:26.685228
Adoption,A0645,Dog,2025-02-08 15:34:26.685228
Adoption,A0837,Cat,2025-02-09 10:19:26.685228
Adoption,A0612,Dog,2025-02-09 14:38:26.685228
Adoption,A0151,Dog,2025-02-09 18:20:26.685228
Adoption,A0088,Dog,2025-02-09 18:28:26.685228
Adoption,A0329,Dog,2025-02-10 08:26:26.685228
Adoption,A0692,Other,2025-02-10 10:04:26.685228
Adoption,A0321,Dog,2025-02-10 11:41:26.685228
Adoption,A0508,Dog,2025-02-10 12:53:26.685228
Adoption,A0833,Dog,2025-02-10 15:14:26.685228
Adoption,A0958,Dog,2025-02-11 09:03:26.685228
Adoption,A0857,Cat,2025-02-11 09:57:26.685228
Adoption,A0650,Dog,2025-02-11 10:20:26.685228
Adoption,A0410,Cat,2025-02-11 12:48:26.685228
Adoption,A0658,Cat,2025-02-11 13:55:26.685228
Adoption,A0458,Dog,2025-02-11 16:38:26.685228
Adoption,A0762,Dog,2025-02-11 17:33:26.685228
Adoption,A0841,Dog,2025-02-11 17:34:26.685228
Adoption,A0697,Cat,2025-02-11 18:09:26.685228
Adoption,A0076,Cat,2025-02-12 08:54:26.685228
Adoption,A0112,Dog,2025-02-12 10:39:26.685228
Adoption,A0443,Dog,2025-02-12 10:44:26.685228
Adoption,A0257,Other,2025-02-12 11:20:26.685228
Adoption,A0847,Cat,2025-02-12 12:05:26.685228
Adoption,A0250,Dog,2025-02-12 14:48:26.685228
Adoption,A0288,Dog,2025-02-12 15:43:26.685228
Adoption,A0313,Dog,2025-02-12 15:43:26.685228
Adoption,A0393,Dog,2025-02-13 10:23:26.685228
Adoption,A0995,Cat,2025-02-13 13:31:26.685228
Adoption,A0659,Cat,2025-02-13 14:39:26.685228
Adoption,A0029,Dog,2025-02-13 14:49:26.685228
Adoption,A0317,Cat,2025-02-13 15:03:26.685228
Adoption,A0772,Cat,2025-02-14 10:24:26.685228
Adoption,A0755,Dog,2025-02-14 12:00:26.685228
Adoption,A0364,Cat,2025-02-14 12:03:26.685228
Adoption,A0062,Cat,2025-02-14 15:20:26.685228
Adoption,A0784,Dog,2025-02-15 08:08:26.685228
Adoption,A0740,Cat,2025-02-15 10:42:26.685228
Adoption,A0303,Cat,2025-02-15 11:46:26.685228
Adoption,A0039,Dog,2025-02-15 14:36:26.685228
Adoption,A0034,Dog,2025-02-15 15:26:26.685228
Adoption,A0819,Dog,2025-02-15 15:50:26.685228
Adoption,A0174,Other,2025-02-15 17:37:26.685228
Adoption,A0385,Dog,2025-02-15 18:19:26.685228
Adoption,A0414,Dog,2025-02-16 09:23:26.685228
Adoption,A0136,Cat,2025-02-16 10:07:26.685228
Adoption,A0184,Dog,2025-02-16 10:08:26.685228
Adoption,A0228,Dog,2025-02-16 10:59:26.685228
Adoption,A0779,Cat,2025-02-16 13:25:26.685228
Adoption,A0562,Cat,2025-02-16 15:31:26.685228
Adoption,A0797,Dog,2025-02-17 08:43:26.685228
Adoption,A0401,Cat,2025-02-17 10:23:26.685228
Adoption,A0573,Dog,2025-02-17 10:43:26.685228
Adoption,A0018,Dog,2025-02-17 12:16:26.685228
Adoption,A0732,Dog,2025-02-17 13:27:26.685228
Adoption,A0202,Dog,2025-02-17 17:11:26.685228
Adoption,A0051,Cat,2025-02-17 17:22:26.685228
Adoption,A0081,Dog,2025-02-17 18:51:26.685228
Adoption,A0398,Dog,2025-02-18 09:51:26.685228
Adoption,A0665,Dog,2025-02-18 11:13:26.685228
Adoption,A0340,Dog,2025-02-18 13:25:26.685228
Adoption,A0070,Cat,2025-02-18 13:34:26.685228
Adoption,A0196,Dog,2025-02-18 14:57:26.685228
Adoption,A0261,Cat,2025-02-18 15:45:26.685228
Adoption,A0757,Dog,2025-02-18 15:54:26.685228
Adoption,A0067,Dog,2025-02-18 18:31:26.685228
Adoption,A0280,Dog,2025-02-18 18:51:26.685228
Adoption,A0036,Dog,2025-02-19 10:21:26.685228
Adoption,A0925,Dog,2025-02-19 15:08:26.685228
Adoption,A0724,Dog,2025-02-19 15:44:26.685228
Adoption,A0412,Cat,2025-02-19 16:18:26.685228
Adoption,A0867,Dog,2025-02-20 10:45:26.685228
Adoption,A0843,Dog,2025-02-20 10:55:26.685228
Adoption,A0639,Dog,2025-02-20 12:46:26.685228
Adoption,A0700,Cat,2025-02-20 13:59:26.685228
Adoption,A0859,Dog,2025-02-20 15:46:26.685228
Adoption,A0759,Dog,2025-02-21 16:20:26.685228
Adoption,A0576,Cat,2025-02-21 16:56:26.685228
Adoption,A0370,Dog,2025-02-21 20:25:26.685228
Adoption,A0391,Cat,2025-02-22 10:13:26.685228
Adoption,A0521,Cat,2025-02-22 10:23:26.685228
Adoption,A0026,Cat,2025-02-22 10:59:26.685228
Adoption,A0628,Dog,2025-02-22 11:56:26.685228
Adoption,A0644,Dog,2025-02-22 15:09:26.685228
Adoption,A0436,Cat,2025-02-22 15:27:26.685228
Adoption,A0390,Dog,2025-02-22 15:28:26.685228
Adoption,A0341,Dog,2025-02-22 15:57:26.685228
Adoption,A0427,Cat,2025-02-22 17:29:26.685228
Adoption,A0177,Cat,2025-02-23 10:47:26.685228
Adoption,A0909,Dog,2025-02-23 14:22:26.685228
Adoption,A0715,Dog,2025-02-23 15:41:26.685228
Adoption,A0030,Dog,2025-02-23 18:36:26.685228
Adoption,A0682,Cat,2025-02-24 10:34:26.685228
Adoption,A0246,Cat,2025-02-24 11:31:26.685228
Adoption,A0047,Dog,2025-02-24 14:37:26.685228
Adoption,A0368,Cat,2025-02-24 15:53:26.685228
Adoption,A0402,Dog,2025-02-24 17:33:26.685228
Adoption,A0312,Dog,2025-02-25 08:00:26.685228
Adoption,A0817,Dog,2025-02-25 09:33:26.685228
Adoption,A0825,Dog,2025-02-25 11:22:26.685228
Adoption,A0848,Cat,2025-02-25 15:08:26.685228
Adoption,A0649,Cat,2025-02-25 18:06:26.685228
Adoption,A0630,Dog,2025-02-25 20:09:26.685228
Adoption,A0183,Dog,2025-02-26 08:24:26.685228
Adoption,A0114,Dog,2025-02-26 10:27:26.685228
Adoption,A0548,Other,2025-02-26 12:19:26.685228
Adoption,A0152,Dog,2025-02-26 12:39:26.685228
Adoption,A0942,Cat,2025-02-26 15:08:26.685228
Adoption,A0172,Dog,2025-02-26 16:07:26.685228
Adoption,A0430,Cat,2025-02-26 17:54:26.685228
Adoption,A0921,Cat,2025-02-26 18:19:26.685228
Adoption,A0997,Cat,2025-02-26 21:07:26.685228
Adoption,A0134,Dog,2025-02-27 10:22:26.685228
Adoption,A0387,Other,2025-02-27 10:54:26.685228
Adoption,A0984,Cat,2025-02-27 11:02:26.685228
Adoption,A0713,Dog,2025-02-27 14:39:26.685228
Adoption,A0424,Dog,2025-02-27 15:47:26.685228
Adoption,A0846,Cat,2025-02-27 17:38:26.685228
Adoption,A0096,Dog,2025-02-27 17:48:26.685228
Adoption,A0908,Dog,2025-02-28 10:37:26.685228
Adoption,A0962,Dog,2025-02-28 11:40:26.685228
Adoption,A0037,Dog,2025-02-28 16:13:26.685228
Adoption,A0498,Dog,2025-03-01 09:38:26.685228
Adoption,A0608,Dog,2025-03-01 10:27:26.685228
Adoption,A0983,Dog,2025-03-01 12:36:26.685228
Adoption,A0374,Cat,2025-03-01 15:53:26.685228
Adoption,A0089,Cat,2025-03-01 18:51:26.685228
Adoption,A0707,Dog,2025-03-01 19:54:26.685228
Adoption,A0382,Cat,2025-03-02 09:59:26.685228
Adoption,A0149,Dog,2025-03-02 10:04:26.685228
Adoption,A0933,Cat,2025-03-02 11:51:26.685228
Adoption,A0766,Cat,2025-03-02 11:57:26.685228
Adoption,A0497,Cat,2025-03-03 10:03:26.685228
Adoption,A0891,Dog,2025-03-03 14:37:26.685228
Adoption,A0342,Cat,2025-03-03 17:53:26.685228
Adoption,A0336,Dog,2025-03-03 21:51:26.685228
Adoption,A0206,Dog,2025-03-04 12:53:26.685228
Adoption,A0889,Cat,2025-03-04 16:55:26.685228
Adoption,A0953,Dog,2025-03-04 17:13:26.685228
Adoption,A0284,Cat,2025-03-04 17:14:26.685228
Adoption,A0996,Dog,2025-03-05 09:00:26.685228
Adoption,A0469,Cat,2025-03-05 09:42:26.685228
Adoption,A0211,Cat,2025-03-05 11:15:26.685228
Adoption,A0457,Dog,2025-03-05 14:10:26.685228
Adoption,A0567,Cat,2025-03-05 14:14:26.685228
Adoption,A0448,Dog,2025-03-05 17:19:26.685228
Adoption,A0477,Other,2025-03-05 17:44:26.685228
Adoption,A0794,Dog,2025-03-05 18:01:26.685228
Adoption,A0218,Dog,2025-03-06 08:14:26.685228
Adoption,A0950,Dog,2025-03-06 09:34:26.685228
Adoption,A0396,Dog,2025-03-06 15:57:26.685228
Adoption,A0828,Dog,2025-03-06 16:16:26.685228
Adoption,A0916,Dog,2025-03-06 18:02:26.685228
Adoption,A0615,Cat,2025-03-06 21:16:26.685228
Adoption,A0091,Cat,2025-03-07 09:37:26.685228
Adoption,A0146,Dog,2025-03-07 12:34:26.685228
Adoption,A0611,Cat,2025-03-07 13:40:26.685228
Adoption,A0108,Dog,2025-03-08 11:09:26.685228
Adoption,A0006,Dog,2025-03-08 14:27:26.685228
Adoption,A0748,Cat,2025-03-08 19:31:26.685228
Adoption,A0042,Dog,2025-03-09 10:54:26.685228
Adoption,A0986,Cat,2025-03-09 12:32:26.685228
Adoption,A0839,Dog,2025-03-09 12:33:26.685228
Adoption,A0590,Other,2025-03-10 11:24:26.685228
Adoption,A0501,Dog,2025-03-10 11:34:26.685228
Adoption,A0791,Dog,2025-03-10 16:43:26.685228
Adoption,A0670,Dog,2025-03-10 19:27:26.685228
Adoption,A0160,Dog,2025-03-11 08:18:26.685228
Adoption,A0010,Cat,2025-03-11 10:15:26.685228
Adoption,A0934,Dog,2025-03-11 11:13:26.685228
Adoption,A0767,Dog,2025-03-11 12:30:26.685228
Adoption,A0266,Cat,2025-03-11 16:10:26.685228
Adoption,A0586,Dog,2025-03-11 16:23:26.685228
Adoption,A0523,Cat,2025-03-11 16:41:26.685228
Adoption,A0920,Cat,2025-03-11 20:27:26.685228
Adoption,A0558,Cat,2025-03-12 11:06:26.685228
Adoption,A0451,Dog,2025-03-12 11:26:26.685228
Adoption,A0588,Dog,2025-03-12 16:18:26.685228
Adoption,A0968,Cat,2025-03-13 18:15:26.685228
Adoption,A0862,Dog,2025-03-14 10:20:26.685228
Adoption,A0836,Cat,2025-03-14 10:32:26.685228
Adoption,A0999,Other,2025-03-14 15:22:26.685228
Adoption,A0737,Dog,2025-03-14 18:31:26.685228
Adoption,A0936,Cat,2025-03-15 09:37:26.685228
Adoption,A0943,Dog,2025-03-15 14:32:26.685228
Adoption,A0776,Cat,2025-03-15 15:24:26.685228
Adoption,A0781,Dog,2025-03-15 17:34:26.685228
Adoption,A0481,Cat,2025-03-16 10:41:26.685228
Adoption,A0803,Dog,2025-03-16 18:02:26.685228
Adoption,A0652,Dog,2025-03-16 19:25:26.685228
Adoption,A0849,Dog,2025-03-17 09:19:26.685228
Adoption,A0785,Dog,2025-03-17 11:51:26.685228
Adoption,A0511,Dog,2025-03-17 12:43:26.685228
Adoption,A0192,Dog,2025-03-17 15:13:26.685228
Adoption,A0098,Cat,2025-03-17 15:16:26.685228
Adoption,A0060,Dog,2025-03-17 16:49:26.685228
Adoption,A0695,Dog,2025-03-18 09:55:26.685228
Adoption,A0279,Cat,2025-03-18 10:14:26.685228
Adoption,A0774,Cat,2025-03-18 10:32:26.685228
Adoption,A0079,Cat,2025-03-18 14:03:26.685228
Adoption,A0233,Dog,2025-03-18 15:51:26.685228
Adoption,A0605,Dog,2025-03-19 10:16:26.685228
Adoption,A0901,Dog,2025-03-19 16:19:26.685228
Adoption,A0563,Dog,2025-03-19 16:55:26.685228
Adoption,A0734,Other,2025-03-19 17:54:26.685228
Adoption,A0485,Cat,2025-03-20 11:50:26.685228
Adoption,A0549,Other,2025-03-20 13:17:26.685228
Adoption,A0793,Cat,2025-03-20 16:10:26.685228
Adoption,A0158,Dog,2025-03-20 16:51:26.685228
Adoption,A0271,Cat,2025-03-20 17:21:26.685228
Adoption,A0053,Cat,2025-03-20 17:55:26.685228
Adoption,A0982,Other,2025-03-20 19:19:26.685228
Adoption,A0736,Other,2025-03-21 08:36:26.685228
Adoption,A0764,Dog,2025-03-21 14:27:26.685228
Adoption,A0711,Dog,2025-03-21 17:47:26.685228
Adoption,A0462,Cat,2025-03-21 19:04:26.685228
Adoption,A0349,Cat,2025-03-22 09:52:26.685228
Adoption,A0882,Dog,2025-03-22 10:05:26.685228
Adoption,A0455,Dog,2025-03-22 11:13:26.685228
Adoption,A0551,Cat,2025-03-22 11:42:26.685228
Adoption,A0714,Dog,2025-03-22 13:17:26.685228
Adoption,A0147,Dog,2025-03-22 14:23:26.685228
Adoption,A0609,Dog,2025-03-22 16:57:26.685228
Adoption,A0392,Dog,2025-03-22 17:02:26.685228
Adoption,A0384,Dog,2025-03-22 17:44:26.685228
Adoption,A0197,Dog,2025-03-23 12:54:26.685228
Adoption,A0011,Cat,2025-03-24 10:15:26.685228
Adoption,A0020,Other,2025-03-24 12:38:26.685228
Adoption,A0093,Dog,2025-03-24 17:20:26.685228
Adoption,A0046,Dog,2025-03-25 08:53:26.685228
Adoption,A0444,Dog,2025-03-25 11:32:26.685228
Adoption,A0028,Dog,2025-03-25 12:38:26.685228
Adoption,A0090,Cat,2025-03-25 13:28:26.685228
Adoption,A0621,Dog,2025-03-26 08:00:26.685228
Adoption,A0960,Cat,2025-03-26 10:07:26.685228
Adoption,A0050,Dog,2025-03-26 11:09:26.685228
Adoption,A0244,Cat,2025-03-26 11:34:26.685228
Adoption,A0130,Dog,2025-03-26 14:04:26.685228
Adoption,A0516,Cat,2025-03-26 15:23:26.685228
Adoption,A0224,Dog,2025-03-26 15:24:26.685228
Adoption,A0680,Dog,2025-03-26 15:41:26.685228
Adoption,A0428,Cat,2025-03-26 16:54:26.685228
Adoption,A0512,Cat,2025-03-26 17:59:26.685228
Adoption,A0832,Cat,2025-03-26 18:29:26.685228
Adoption,A0620,Dog,2025-03-27 09:33:26.685228
Adoption,A0777,Other,2025-03-27 15:19:26.685228
Adoption,A0823,Dog,2025-03-28 09:10:26.685228
Adoption,A0054,Dog,2025-03-28 10:38:26.685228
Adoption,A0162,Cat,2025-03-28 10:50:26.685228
